zip,city,region,district
33132,Bac Giang,East,District #10
33133,Lao Cai,East,District #10
33134,Hanoi,East,District #10
33135,Ninh Binh,East,District #10
33136,Uong Bi,East,District #10
33137,Uong Bi,East,District #10
33138,Viet Tri,East,District #10
33139,Nam Dinh,East,District #10
33140,Thai Nguyen,East,District #10
33141,Uong Bi,East,District #10
33142,Hai Phong,East,District #10
33143,Phu Ly,East,District #10
33144,Nam Dinh,East,District #10
33145,Cam Pha,East,District #10
33146,Viet Tri,East,District #10
33147,Uong Bi,East,District #10
33149,Thai Nguyen,East,District #10
33150,Thai Nguyen,East,District #10
33154,Bac Ninh,East,District #10
33155,Phu Ly,East,District #10
33156,Hai Phong,East,District #10
33157,Bac Giang,East,District #10
33158,Viet Tri,East,District #10
33160,Nam Dinh,East,District #10
33161,Son Tay,East,District #10
33162,Bac Ninh,East,District #10
33165,Cam Pha,East,District #10
33166,Uong Bi,East,District #10
33167,Phu Ly,East,District #10
33168,Bac Giang,East,District #10
33169,Ninh Binh,East,District #10
33170,Bac Ninh,East,District #10
33172,Cam Pha,East,District #10
33173,Ha Long,East,District #10
33174,Uong Bi,East,District #10
33175,Nam Dinh,East,District #10
33176,Viet Tri,East,District #10
33177,Ninh Binh,East,District #10
33178,Lao Cai,East,District #10
33179,Son Tay,East,District #10
33180,Hai Phong,East,District #10
33181,Hai Phong,East,District #10
33182,Lao Cai,East,District #10
33183,Bac Ninh,East,District #10
33184,Hanoi,East,District #10
33185,Thai Nguyen,East,District #10
33186,Ninh Binh,East,District #10
33187,Thai Nguyen,East,District #10
33188,Hai Phong,East,District #10
33189,Phu Ly,East,District #10
33190,Ha Long,East,District #10
33193,Thai Nguyen,East,District #10
33194,Hanoi,East,District #10
33196,Bac Giang,East,District #10
33233,Bac Giang,East,District #10
33239,Thai Nguyen,East,District #10
33266,Thai Nguyen,East,District #10
33283,Bac Giang,East,District #10
33301,Viet Tri,East,District #10
33302,Cam Pha,East,District #10
33303,Son Tay,East,District #10
33304,Phu Ly,East,District #10
33305,Hanoi,East,District #10
33306,Bac Ninh,East,District #10
33307,Thai Nguyen,East,District #10
33308,Uong Bi,East,District #10
33309,Nam Dinh,East,District #10
33310,Son Tay,East,District #10
33311,Thai Nguyen,East,District #10
33312,Cam Pha,East,District #10
33313,Hai Phong,East,District #10
33314,Lao Cai,East,District #10
33315,Lao Cai,East,District #10
33316,Ninh Binh,East,District #10
33317,Thai Nguyen,East,District #10
33319,Viet Tri,East,District #10
33320,Bac Giang,East,District #10
33321,Son Tay,East,District #10
33322,Viet Tri,East,District #10
33323,Cam Pha,East,District #10
33324,Son Tay,East,District #10
33325,Ninh Binh,East,District #10
33326,Bac Giang,East,District #10
33327,Hanoi,East,District #10
33328,Hai Phong,East,District #10
33329,Bac Giang,East,District #10
33330,Cam Pha,East,District #10
33331,Hanoi,East,District #10
33332,Hai Phong,East,District #10
33334,Viet Tri,East,District #10
33335,Phu Ly,East,District #10
33340,Ninh Binh,East,District #10
33351,Uong Bi,East,District #10
33394,Ninh Binh,East,District #10
33401,Cam Pha,East,District #10
33402,Lao Cai,East,District #10
33403,Hanoi,East,District #10
33404,Hanoi,East,District #10
33405,Hai Phong,East,District #10
33406,Cam Pha,East,District #10
33407,Viet Tri,East,District #10
33408,Nam Dinh,East,District #10
33409,Ha Long,East,District #10
33410,Lao Cai,East,District #10
33411,Phu Ly,East,District #10
33412,Viet Tri,East,District #10
33413,Bac Giang,East,District #10
33414,Bac Ninh,East,District #10
33415,Hanoi,East,District #10
33417,Lao Cai,East,District #10
33418,Thai Nguyen,East,District #10
33419,Viet Tri,East,District #10
33420,Viet Tri,East,District #10
33421,Thai Nguyen,East,District #10
33422,Ha Long,East,District #10
33426,Bac Giang,East,District #10
33427,Lao Cai,East,District #10
33428,Viet Tri,East,District #10
33430,Hai Phong,East,District #10
33431,Ha Long,East,District #10
33432,Nam Dinh,East,District #10
33433,Thai Nguyen,East,District #10
33434,Ha Long,East,District #10
33435,Son Tay,East,District #10
33436,Ha Long,East,District #10
33437,Viet Tri,East,District #10
33438,Uong Bi,East,District #10
33440,Uong Bi,East,District #10
33441,Nam Dinh,East,District #10
33442,Thai Nguyen,East,District #10
33443,Uong Bi,East,District #10
33444,Thai Nguyen,East,District #10
33445,Viet Tri,East,District #10
33446,Hanoi,East,District #10
33449,Phu Ly,East,District #10
33454,Uong Bi,East,District #10
33455,Hanoi,East,District #10
33458,Lao Cai,East,District #10
33460,Son Tay,East,District #10
33461,Phu Ly,East,District #10
33462,Son Tay,East,District #10
33463,Son Tay,East,District #10
33466,Ha Long,East,District #10
33467,Bac Giang,East,District #10
33468,Nam Dinh,East,District #10
33469,Bac Giang,East,District #10
33470,Lao Cai,East,District #10
33471,Bac Giang,East,District #10
33472,Hai Phong,East,District #10
33473,Thai Nguyen,East,District #10
33475,Cam Pha,East,District #10
33476,Cam Pha,East,District #10
33477,Bac Giang,East,District #10
33478,Thai Nguyen,East,District #10
33480,Uong Bi,East,District #10
33482,Lao Cai,East,District #10
33483,Uong Bi,East,District #10
33484,Son Tay,East,District #10
33486,Ninh Binh,East,District #10
33487,Hai Phong,East,District #10
33493,Bac Ninh,East,District #10
33496,Hanoi,East,District #10
33498,Phu Ly,East,District #10
33503,Ha Long,East,District #10
33508,Thai Nguyen,East,District #10
33509,Nam Dinh,East,District #10
33510,Ha Long,East,District #10
33511,Hai Phong,East,District #10
33513,Hanoi,East,District #12
33514,Ha Long,East,District #12
33521,Lao Cai,East,District #12
33523,Phu Ly,East,District #10
33524,Ninh Binh,East,District #10
33525,Bac Giang,East,District #10
33526,Uong Bi,East,District #10
33527,Lao Cai,East,District #10
33534,Hanoi,East,District #10
33537,Son Tay,East,District #10
33538,Ha Long,East,District #12
33539,Hanoi,East,District #10
33540,Hanoi,East,District #10
33541,Bac Ninh,East,District #10
33542,Phu Ly,East,District #10
33543,Hai Phong,East,District #10
33544,Thai Nguyen,East,District #10
33545,Nam Dinh,East,District #10
33547,Bac Ninh,East,District #10
33548,Son Tay,East,District #10
33549,Thai Nguyen,East,District #10
33556,Hai Phong,East,District #10
33558,Ha Long,East,District #10
33559,Hai Phong,East,District #10
33563,Uong Bi,East,District #10
33565,Bac Giang,East,District #10
33566,Ninh Binh,East,District #10
33567,Uong Bi,East,District #10
33568,Ha Long,East,District #10
33569,Bac Ninh,East,District #10
33570,Thai Nguyen,East,District #10
33572,Thai Nguyen,East,District #10
33573,Hai Phong,East,District #10
33575,Bac Ninh,East,District #10
33576,Hai Phong,East,District #10
33578,Viet Tri,East,District #10
33579,Ha Long,East,District #10
33583,Lao Cai,East,District #10
33584,Ninh Binh,East,District #10
33585,Viet Tri,East,District #12
33592,Cam Pha,East,District #10
33593,Viet Tri,East,District #10
33594,Hanoi,East,District #10
33595,Thai Nguyen,East,District #10
33596,Ha Long,East,District #10
33597,Bac Ninh,East,District #12
33598,Viet Tri,East,District #10
33602,Cam Pha,East,District #10
33603,Phu Ly,East,District #10
33604,Son Tay,East,District #10
33605,Thai Nguyen,East,District #10
33606,Hanoi,East,District #10
33607,Phu Ly,East,District #10
33608,Hanoi,East,District #10
33609,Hanoi,East,District #10
33610,Son Tay,East,District #10
33611,Lao Cai,East,District #10
33612,Viet Tri,East,District #10
33613,Ninh Binh,East,District #10
33614,Hai Phong,East,District #10
33615,Hai Phong,East,District #10
33616,Thai Nguyen,East,District #10
33617,Hanoi,East,District #10
33618,Lao Cai,East,District #10
33619,Hanoi,East,District #10
33620,Cam Pha,East,District #10
33621,Ninh Binh,East,District #10
33622,Phu Ly,East,District #10
33623,Nam Dinh,East,District #10
33624,Bac Giang,East,District #10
33625,Cam Pha,East,District #10
33626,Phu Ly,East,District #10
33629,Bac Ninh,East,District #10
33633,Lao Cai,East,District #10
33634,Bac Giang,East,District #10
33635,Hanoi,East,District #10
33637,Cam Pha,East,District #10
33646,Lao Cai,East,District #10
33647,Son Tay,East,District #10
33675,Viet Tri,East,District #10
33679,Viet Tri,East,District #10
33680,Phu Ly,East,District #10
33681,Nam Dinh,East,District #10
33684,Bac Ninh,East,District #10
33687,Thai Nguyen,East,District #10
33688,Cam Pha,East,District #10
33694,Bac Giang,East,District #10
33701,Bac Ninh,East,District #10
33702,Thai Nguyen,East,District #10
33703,Viet Tri,East,District #10
33704,Thai Nguyen,East,District #10
33705,Phu Ly,East,District #10
33706,Nam Dinh,East,District #10
33707,Lao Cai,East,District #10
33708,Bac Ninh,East,District #10
33709,Hanoi,East,District #10
33710,Ha Long,East,District #10
33711,Ninh Binh,East,District #10
33712,Lao Cai,East,District #10
33713,Ha Long,East,District #10
33714,Uong Bi,East,District #10
33715,Uong Bi,East,District #10
33716,Hai Phong,East,District #10
33731,Son Tay,East,District #10
33733,Hai Phong,East,District #10
33734,Nam Dinh,East,District #10
33736,Bac Giang,East,District #10
33737,Ha Long,East,District #10
33741,Hai Phong,East,District #10
33742,Hanoi,East,District #10
33744,Phu Ly,East,District #10
33755,Son Tay,East,District #10
33756,Nam Dinh,East,District #10
33758,Thai Nguyen,East,District #10
33759,Phu Ly,East,District #10
33760,Hai Phong,East,District #10
33761,Hai Phong,East,District #10
33762,Ninh Binh,East,District #10
33763,Uong Bi,East,District #10
33764,Thai Nguyen,East,District #10
33765,Phu Ly,East,District #10
33766,Ninh Binh,East,District #10
33767,Bac Ninh,East,District #10
33770,Hanoi,East,District #10
33771,Thai Nguyen,East,District #10
33772,Uong Bi,East,District #10
33773,Ha Long,East,District #10
33774,Son Tay,East,District #10
33775,Son Tay,East,District #10
33776,Nam Dinh,East,District #10
33777,Bac Ninh,East,District #10
33778,Ha Long,East,District #10
33779,Cam Pha,East,District #10
33780,Hai Phong,East,District #10
33781,Bac Ninh,East,District #10
33782,Cam Pha,East,District #10
33784,Uong Bi,East,District #10
33785,Uong Bi,East,District #10
33786,Nam Dinh,East,District #10
33801,Ninh Binh,East,District #10
33802,Viet Tri,East,District #10
33803,Phu Ly,East,District #10
33804,Bac Giang,East,District #10
33805,Lao Cai,East,District #10
33806,Bac Ninh,East,District #10
33807,Ninh Binh,East,District #10
33809,Ha Long,East,District #10
33810,Nam Dinh,East,District #10
33811,Cam Pha,East,District #10
33812,Cam Pha,East,District #10
33813,Phu Ly,East,District #10
33815,Thai Nguyen,East,District #10
33820,Lao Cai,East,District #10
33823,Thai Nguyen,East,District #10
33825,Cam Pha,East,District #10
33826,Son Tay,East,District #10
33827,Cam Pha,East,District #10
33830,Viet Tri,East,District #10
33831,Lao Cai,East,District #10
33834,Son Tay,East,District #10
33835,Bac Giang,East,District #10
33837,Ha Long,East,District #10
33838,Cam Pha,East,District #10
33839,Lao Cai,East,District #10
33840,Bac Giang,East,District #10
33841,Thai Nguyen,East,District #10
33843,Hai Phong,East,District #10
33844,Bac Ninh,East,District #10
33845,Nam Dinh,East,District #10
33846,Son Tay,East,District #10
33847,Cam Pha,East,District #10
33848,Hanoi,East,District #12
33849,Hai Phong,East,District #10
33850,Hanoi,East,District #10
33852,Son Tay,East,District #10
33853,Phu Ly,East,District #10
33855,Hai Phong,East,District #10
33857,Phu Ly,East,District #10
33858,Phu Ly,East,District #10
33859,Ninh Binh,East,District #10
33860,Hai Phong,East,District #10
33862,Ha Long,East,District #10
33865,Son Tay,East,District #10
33868,Hai Phong,East,District #10
33870,Hanoi,East,District #10
33871,Hanoi,East,District #10
33872,Viet Tri,East,District #10
33873,Ninh Binh,East,District #10
33875,Uong Bi,East,District #10
33876,Nam Dinh,East,District #10
33880,Hanoi,East,District #10
33881,Ninh Binh,East,District #10
33884,Lao Cai,East,District #10
33890,Thai Nguyen,East,District #10
33896,Bac Giang,East,District #12
33897,Hanoi,East,District #12
33898,Lao Cai,East,District #10
33901,Ha Long,East,District #10
33902,Son Tay,East,District #10
33903,Hanoi,East,District #10
33904,Uong Bi,East,District #10
33905,Ha Long,East,District #10
33906,Viet Tri,East,District #10
33907,Bac Ninh,East,District #10
33908,Bac Giang,East,District #10
33909,Viet Tri,East,District #10
33910,Phu Ly,East,District #10
33911,Bac Ninh,East,District #10
33912,Son Tay,East,District #10
33913,Bac Giang,East,District #10
33914,Ha Long,East,District #10
33915,Hanoi,East,District #10
33916,Ha Long,East,District #10
33917,Viet Tri,East,District #10
33919,Thai Nguyen,East,District #10
33920,Bac Giang,East,District #10
33921,Ninh Binh,East,District #10
33922,Uong Bi,East,District #10
33924,Hanoi,East,District #10
33928,Bac Giang,East,District #10
33930,Ninh Binh,East,District #10
33931,Uong Bi,East,District #10
33935,Uong Bi,East,District #10
33936,Thai Nguyen,East,District #10
33938,Viet Tri,East,District #10
33945,Phu Ly,East,District #10
33946,Ha Long,East,District #10
33947,Uong Bi,East,District #10
33948,Nam Dinh,East,District #10
33949,Ninh Binh,East,District #10
33950,Ninh Binh,East,District #10
33951,Uong Bi,East,District #10
33952,Son Tay,East,District #10
33953,Cam Pha,East,District #10
33954,Hanoi,East,District #10
33955,Uong Bi,East,District #10
33956,Phu Ly,East,District #10
33957,Hai Phong,East,District #10
33960,Hai Phong,East,District #10
33965,Nam Dinh,East,District #10
33966,Ninh Binh,East,District #10
33967,Cam Pha,East,District #10
33971,Lao Cai,East,District #10
33972,Cam Pha,East,District #10
33973,Viet Tri,East,District #10
33974,Thai Nguyen,East,District #10
33975,Hai Phong,East,District #10
33976,Bac Ninh,East,District #10
33980,Uong Bi,East,District #10
33981,Ha Long,East,District #10
33982,Nam Dinh,East,District #10
33983,Hanoi,East,District #10
33990,Phu Ly,East,District #10
33991,Lao Cai,East,District #10
33993,Ninh Binh,East,District #10
33994,Bac Ninh,East,District #10
34101,Uong Bi,East,District #10
34102,Son Tay,East,District #10
34103,Uong Bi,East,District #10
34104,Thai Nguyen,East,District #10
34105,Thai Nguyen,East,District #10
34106,Phu Ly,East,District #10
34108,Ninh Binh,East,District #10
34109,Lao Cai,East,District #10
34110,Hanoi,East,District #10
34112,Phu Ly,East,District #10
34113,Bac Ninh,East,District #10
34114,Cam Pha,East,District #10
34116,Nam Dinh,East,District #10
34117,Bac Ninh,East,District #10
34119,Thai Nguyen,East,District #10
34120,Hanoi,East,District #10
34133,Phu Ly,East,District #10
34134,Ha Long,East,District #10
34135,Bac Ninh,East,District #10
34136,Ha Long,East,District #10
34138,Bac Ninh,East,District #10
34141,Bac Ninh,East,District #10
34142,Cam Pha,East,District #10
34143,Son Tay,East,District #10
34145,Nam Dinh,East,District #10
34146,Son Tay,East,District #10
34201,Hai Phong,East,District #10
34202,Nam Dinh,East,District #10
34203,Thai Nguyen,East,District #10
34204,Hanoi,East,District #10
34205,Ninh Binh,East,District #10
34206,Ninh Binh,East,District #10
34207,Bac Ninh,East,District #10
34208,Ninh Binh,East,District #10
34209,Phu Ly,East,District #10
34210,Ninh Binh,East,District #10
34211,Ninh Binh,East,District #10
34212,Uong Bi,East,District #10
34215,Hai Phong,East,District #10
34216,Lao Cai,East,District #10
34217,Uong Bi,East,District #10
34218,Lao Cai,East,District #10
34219,Son Tay,East,District #10
34220,Ha Long,East,District #10
34221,Bac Ninh,East,District #10
34222,Ha Long,East,District #10
34223,Hanoi,East,District #10
34224,Son Tay,East,District #10
34228,Lao Cai,East,District #10
34229,Son Tay,East,District #10
34230,Lao Cai,East,District #10
34231,Viet Tri,East,District #10
34232,Cam Pha,East,District #10
34233,Son Tay,East,District #10
34234,Cam Pha,East,District #10
34235,Uong Bi,East,District #10
34236,Ha Long,East,District #10
34237,Phu Ly,East,District #10
34238,Ninh Binh,East,District #10
34239,Viet Tri,East,District #10
34240,Bac Giang,East,District #10
34241,Ha Long,East,District #10
34242,Hanoi,East,District #10
34243,Uong Bi,East,District #10
34250,Viet Tri,East,District #10
34251,Phu Ly,East,District #10
34264,Bac Giang,East,District #10
34265,Ninh Binh,East,District #10
34266,Phu Ly,East,District #10
34269,Hanoi,East,District #10
34270,Uong Bi,East,District #10
34275,Son Tay,East,District #10
34277,Cam Pha,East,District #10
34278,Phu Ly,East,District #10
34281,Lao Cai,East,District #10
34285,Bac Ninh,East,District #10
34286,Lao Cai,East,District #10
34287,Hai Phong,East,District #10
34288,Nam Dinh,East,District #10
34289,Hai Phong,East,District #10
34291,Nam Dinh,East,District #10
34292,Thai Nguyen,East,District #10
34293,Ninh Binh,East,District #10
34295,Bac Ninh,East,District #10
34420,Bac Giang,East,District #12
34423,Cam Pha,East,District #12
